path,class,label
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal283.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal214.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal263.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal14.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal49.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal3.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal84.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal188.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal247.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal285.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal105.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal77.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal50.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal37.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal136.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal129.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal265.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal180.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal123.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal242.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal48.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal164.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal157.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal124.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal144.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal216.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal288.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal12.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal90.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal236.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal178.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal201.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal19.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal108.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal121.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal166.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal253.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal11.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal88.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal230.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal204.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal22.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal223.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal171.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal233.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal181.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal226.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal172.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal101.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal278.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal31.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal103.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal252.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal145.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal221.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal98.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal246.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal282.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal293.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal175.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal92.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal227.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal159.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal20.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal264.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal30.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal140.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal251.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal86.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal55.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal8.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal196.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal186.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal104.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal139.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal271.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal220.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal39.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal248.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal32.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal102.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal156.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal234.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal239.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal74.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal219.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal211.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal259.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal197.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal208.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal209.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal100.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal262.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal149.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal118.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal250.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal130.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal82.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal163.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal47.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal2.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal224.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal274.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal292.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal152.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal142.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal270.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal203.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal83.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal128.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal6.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal280.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal190.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal25.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal150.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal143.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal94.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal53.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal134.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal141.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal243.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal276.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal206.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal78.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal114.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal192.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal174.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal107.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal16.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal13.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal158.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal10.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal87.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal122.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal257.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal45.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal64.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal200.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal185.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal273.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal229.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal43.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal218.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal170.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal112.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal26.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal132.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal148.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal160.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal225.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal4.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal51.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal275.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal125.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal69.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal238.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal111.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal146.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal184.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal173.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal167.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal194.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal291.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal62.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal66.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal153.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal44.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal80.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal127.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal268.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal34.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal232.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal222.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal60.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal261.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal41.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal17.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal36.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal70.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal35.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal5.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal93.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal61.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal245.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal76.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal117.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal256.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal73.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal24.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal176.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal210.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal110.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal266.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal202.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal162.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal38.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal59.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal228.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal286.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal244.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal71.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal137.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal58.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal187.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal267.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal237.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal177.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal67.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal169.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal279.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal42.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal68.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal97.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal277.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal57.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal195.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal182.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal215.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal75.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal135.png,Normal,3
/content/dataset_raw_clean/Monkeypox Skin Image Dataset/Normal/normal235.png,Normal,3
